ds,station_key,employee_id,starttime,finishtime
2026-04-06,BVR,7,7,16
2026-04-06,BVR,3,16,23
2026-04-06,C,2,7,14
2026-04-06,C,6,7,14
2026-04-06,C,32,12,19
2026-04-06,C,38,12,19
2026-04-06,C,61,12,16
2026-04-06,C,11,14,23
2026-04-06,C,24,18,21
2026-04-06,C,30,19,23
2026-04-06,FF,19,7,16
2026-04-06,FF,50,16,23
2026-04-06,K,8,7,14
2026-04-06,K,44,7,16
2026-04-06,K,54,7,14
2026-04-06,K,36,8,15
2026-04-06,K,5,9,16
2026-04-06,K,43,12,19
2026-04-06,K,45,12,16
2026-04-06,K,1,14,23
2026-04-06,K,17,15,23
2026-04-06,K,14,16,23
2026-04-06,K,52,16,23
2026-04-06,K,56,18,22
2026-04-06,TS,47,7,16
2026-04-06,TS,20,16,23
2026-04-07,BVR,43,7,15
2026-04-07,BVR,7,15,23
2026-04-07,C,15,7,14
2026-04-07,C,36,7,16
2026-04-07,C,6,12,21
2026-04-07,C,38,12,19
2026-04-07,C,59,12,19
2026-04-07,C,34,16,20
2026-04-07,C,33,19,23
2026-04-07,C,46,19,23
2026-04-07,FF,2,7,16
2026-04-07,FF,20,16,23
2026-04-07,K,4,7,14
2026-04-07,K,14,7,16
2026-04-07,K,52,7,14
2026-04-07,K,1,8,17
2026-04-07,K,28,8,17
2026-04-07,K,5,12,16
2026-04-07,K,45,12,16
2026-04-07,K,54,14,23
2026-04-07,K,11,16,23
2026-04-07,K,66,16,23
2026-04-07,K,35,17,23
2026-04-07,K,39,17,20
2026-04-07,K,41,18,22
2026-04-07,TS,8,7,16
2026-04-07,TS,3,16,23
2026-04-08,BVR,44,7,16
2026-04-08,BVR,20,16,23
2026-04-08,C,17,7,15
2026-04-08,C,47,7,14
2026-04-08,C,22,11,19
2026-04-08,C,16,12,16
2026-04-08,C,38,12,21
2026-04-08,C,32,15,23
2026-04-08,C,34,16,20
2026-04-08,C,33,19,23
2026-04-08,FF,2,7,16
2026-04-08,FF,3,16,23
2026-04-08,K,8,7,14
2026-04-08,K,31,7,14
2026-04-08,K,43,7,16
2026-04-08,K,28,8,15
2026-04-08,K,5,9,16
2026-04-08,K,45,12,16
2026-04-08,K,51,12,16
2026-04-08,K,18,14,18
2026-04-08,K,14,15,23
2026-04-08,K,4,16,23
2026-04-08,K,7,16,23
2026-04-08,K,40,16,20
2026-04-08,K,30,17,23
2026-04-08,K,49,18,22
2026-04-08,TS,59,7,16
2026-04-08,TS,19,16,23
2026-04-09,BVR,66,7,16
2026-04-09,BVR,20,16,23
2026-04-09,C,28,7,14
2026-04-09,C,32,7,15
2026-04-09,C,56,11,14
2026-04-09,C,23,12,19
2026-04-09,C,51,12,16
2026-04-09,C,45,13,17
2026-04-09,C,15,15,23
2026-04-09,C,27,16,20
2026-04-09,C,12,17,21
2026-04-09,C,33,19,23
2026-04-09,FF,19,7,16
2026-04-09,FF,3,16,23
2026-04-09,K,8,7,15
2026-04-09,K,54,7,14
2026-04-09,K,59,7,14
2026-04-09,K,38,8,16
2026-04-09,K,44,8,15
2026-04-09,K,5,12,16
