ds,hour,station_key,required_labor,raw_reqlabor,guests_count,version,weekday
2026-04-13,7,BVR,1,1,49,будни/утр.,1
2026-04-13,7,C,2,2,49,будни/утр.,1
2026-04-13,7,FF,1,1,49,будни/утр.,1
2026-04-13,7,K,3,3,49,будни/утр.,1
2026-04-13,7,TS,1,1,49,будни/утр.,1
2026-04-13,8,BVR,1,1,83,будни/утр.,1
2026-04-13,8,C,2,2,83,будни/утр.,1
2026-04-13,8,FF,1,1,83,будни/утр.,1
2026-04-13,8,K,4,4,83,будни/утр.,1
2026-04-13,8,TS,1,1,83,будни/утр.,1
2026-04-13,9,BVR,1,1,84,будни/утр.,1
2026-04-13,9,C,2,2,84,будни/утр.,1
2026-04-13,9,FF,1,1,84,будни/утр.,1
2026-04-13,9,K,5,5,84,будни/утр.,1
2026-04-13,9,TS,1,1,84,будни/утр.,1
2026-04-13,10,BVR,1,1,84,будни/осн.,1
2026-04-13,10,C,2,2,84,будни/осн.,1
2026-04-13,10,FF,1,1,84,будни/осн.,1
2026-04-13,10,K,5,5,84,будни/осн.,1
2026-04-13,10,TS,1,1,84,будни/осн.,1
2026-04-13,11,BVR,1,1,100,будни/осн.,1
2026-04-13,11,C,2,2,100,будни/осн.,1
2026-04-13,11,FF,1,1,100,будни/осн.,1
2026-04-13,11,K,5,5,100,будни/осн.,1
2026-04-13,11,TS,1,1,100,будни/осн.,1
2026-04-13,12,BVR,1,1,167,будни/осн.,1
2026-04-13,12,C,5,5,167,будни/осн.,1
2026-04-13,12,FF,1,1,167,будни/осн.,1
2026-04-13,12,K,7,7,167,будни/осн.,1
2026-04-13,12,TS,1,1,167,будни/осн.,1
2026-04-13,13,BVR,1,1,183,будни/осн.,1
2026-04-13,13,C,5,5,183,будни/осн.,1
2026-04-13,13,FF,1,1,183,будни/осн.,1
2026-04-13,13,K,7,7,183,будни/осн.,1
2026-04-13,13,TS,1,1,183,будни/осн.,1
2026-04-13,14,BVR,1,1,141,будни/осн.,1
2026-04-13,14,C,4,4,141,будни/осн.,1
2026-04-13,14,FF,1,1,141,будни/осн.,1
2026-04-13,14,K,6,6,141,будни/осн.,1
2026-04-13,14,TS,1,1,141,будни/осн.,1
2026-04-13,15,BVR,1,1,136,будни/осн.,1
2026-04-13,15,C,4,4,136,будни/осн.,1
2026-04-13,15,FF,1,1,136,будни/осн.,1
2026-04-13,15,K,6,6,136,будни/осн.,1
2026-04-13,15,TS,1,1,136,будни/осн.,1
2026-04-13,16,BVR,1,1,114,будни/осн.,1
2026-04-13,16,C,3,3,114,будни/осн.,1
2026-04-13,16,FF,1,1,114,будни/осн.,1
2026-04-13,16,K,5,5,114,будни/осн.,1
2026-04-13,16,TS,1,1,114,будни/осн.,1
2026-04-13,17,BVR,1,1,129,будни/осн.,1
2026-04-13,17,C,4,4,129,будни/осн.,1
2026-04-13,17,FF,1,1,129,будни/осн.,1
2026-04-13,17,K,5,5,129,будни/осн.,1
2026-04-13,17,TS,1,1,129,будни/осн.,1
2026-04-13,18,BVR,1,1,137,будни/осн.,1
2026-04-13,18,C,4,4,137,будни/осн.,1
2026-04-13,18,FF,1,1,137,будни/осн.,1
2026-04-13,18,K,6,6,137,будни/осн.,1
2026-04-13,18,TS,1,1,137,будни/осн.,1
2026-04-13,19,BVR,1,1,121,будни/осн.,1
2026-04-13,19,C,3,3,121,будни/осн.,1
2026-04-13,19,FF,1,1,121,будни/осн.,1
2026-04-13,19,K,5,5,121,будни/осн.,1
2026-04-13,19,TS,1,1,121,будни/осн.,1
2026-04-13,20,BVR,1,1,122,будни/осн.,1
2026-04-13,20,C,3,3,122,будни/осн.,1
2026-04-13,20,FF,1,1,122,будни/осн.,1
2026-04-13,20,K,5,5,122,будни/осн.,1
2026-04-13,20,TS,1,1,122,будни/осн.,1
2026-04-13,21,BVR,1,1,93,будни/осн.,1
2026-04-13,21,C,2,2,93,будни/осн.,1
2026-04-13,21,FF,1,1,93,будни/осн.,1
2026-04-13,21,K,5,5,93,будни/осн.,1
2026-04-13,21,TS,1,1,93,будни/осн.,1
2026-04-13,22,BVR,1,1,57,будни/осн.,1
2026-04-13,22,C,2,2,57,будни/осн.,1
2026-04-13,22,FF,1,1,57,будни/осн.,1
2026-04-13,22,K,3,3,57,будни/осн.,1
2026-04-13,22,TS,1,1,57,будни/осн.,1
2026-04-14,7,BVR,1,1,60,будни/утр.,2
2026-04-14,7,C,2,2,60,будни/утр.,2
2026-04-14,7,FF,1,1,60,будни/утр.,2
2026-04-14,7,K,3,3,60,будни/утр.,2
2026-04-14,7,TS,1,1,60,будни/утр.,2
2026-04-14,8,BVR,1,1,85,будни/утр.,2
2026-04-14,8,C,2,2,85,будни/утр.,2
2026-04-14,8,FF,1,1,85,будни/утр.,2
2026-04-14,8,K,5,5,85,будни/утр.,2
2026-04-14,8,TS,1,1,85,будни/утр.,2
2026-04-14,9,BVR,1,1,100,будни/утр.,2
2026-04-14,9,C,2,2,100,будни/утр.,2
2026-04-14,9,FF,1,1,100,будни/утр.,2
2026-04-14,9,K,5,5,100,будни/утр.,2
2026-04-14,9,TS,1,1,100,будни/утр.,2
2026-04-14,10,BVR,1,1,78,будни/осн.,2
2026-04-14,10,C,2,2,78,будни/осн.,2
2026-04-14,10,FF,1,1,78,будни/осн.,2
2026-04-14,10,K,5,5,78,будни/осн.,2
2026-04-14,10,TS,1,1,78,будни/осн.,2
2026-04-14,11,BVR,1,1,113,будни/осн.,2
2026-04-14,11,C,3,3,113,будни/осн.,2
2026-04-14,11,FF,1,1,113,будни/осн.,2
2026-04-14,11,K,5,5,113,будни/осн.,2
2026-04-14,11,TS,1,1,113,будни/осн.,2
2026-04-14,12,BVR,1,1,191,будни/осн.,2
2026-04-14,12,C,6,6,191,будни/осн.,2
2026-04-14,12,FF,1,1,191,будни/осн.,2
2026-04-14,12,K,7,7,191,будни/осн.,2
2026-04-14,12,TS,1,1,191,будни/осн.,2
2026-04-14,13,BVR,1,1,211,будни/осн.,2
2026-04-14,13,C,7,7,211,будни/осн.,2
2026-04-14,13,FF,1,1,211,будни/осн.,2
2026-04-14,13,K,8,8,211,будни/осн.,2
2026-04-14,13,TS,4,4,211,будни/осн.,2
2026-04-14,14,BVR,1,1,127,будни/осн.,2
2026-04-14,14,C,4,4,127,будни/осн.,2
2026-04-14,14,FF,1,1,127,будни/осн.,2
2026-04-14,14,K,5,5,127,будни/осн.,2
2026-04-14,14,TS,1,1,127,будни/осн.,2
2026-04-14,15,BVR,1,1,140,будни/осн.,2
2026-04-14,15,C,4,4,140,будни/осн.,2
2026-04-14,15,FF,1,1,140,будни/осн.,2
