ds,hour,station_key,guests_count,version,required,actual,diff,status
2026-04-13,7,BVR,49,будни/утр.,1,1,0,exact
2026-04-13,7,C,49,будни/утр.,2,2,0,exact
2026-04-13,7,FF,49,будни/утр.,1,1,0,exact
2026-04-13,7,K,49,будни/утр.,3,3,0,exact
2026-04-13,7,TS,49,будни/утр.,1,1,0,exact
2026-04-13,8,BVR,83,будни/утр.,1,1,0,exact
2026-04-13,8,C,83,будни/утр.,2,2,0,exact
2026-04-13,8,FF,83,будни/утр.,1,1,0,exact
2026-04-13,8,K,83,будни/утр.,4,4,0,exact
2026-04-13,8,TS,83,будни/утр.,1,1,0,exact
2026-04-13,9,BVR,84,будни/утр.,1,1,0,exact
2026-04-13,9,C,84,будни/утр.,2,2,0,exact
2026-04-13,9,FF,84,будни/утр.,1,1,0,exact
2026-04-13,9,K,84,будни/утр.,5,5,0,exact
2026-04-13,9,TS,84,будни/утр.,1,1,0,exact
2026-04-13,10,BVR,84,будни/осн.,1,1,0,exact
2026-04-13,10,C,84,будни/осн.,2,2,0,exact
2026-04-13,10,FF,84,будни/осн.,1,1,0,exact
2026-04-13,10,K,84,будни/осн.,5,5,0,exact
2026-04-13,10,TS,84,будни/осн.,1,1,0,exact
2026-04-13,11,BVR,100,будни/осн.,1,1,0,exact
2026-04-13,11,C,100,будни/осн.,2,2,0,exact
2026-04-13,11,FF,100,будни/осн.,1,1,0,exact
2026-04-13,11,K,100,будни/осн.,5,5,0,exact
2026-04-13,11,TS,100,будни/осн.,1,1,0,exact
2026-04-13,12,BVR,167,будни/осн.,1,1,0,exact
2026-04-13,12,C,167,будни/осн.,5,5,0,exact
2026-04-13,12,FF,167,будни/осн.,1,1,0,exact
2026-04-13,12,K,167,будни/осн.,7,7,0,exact
2026-04-13,12,TS,167,будни/осн.,1,1,0,exact
2026-04-13,13,BVR,183,будни/осн.,1,1,0,exact
2026-04-13,13,C,183,будни/осн.,5,5,0,exact
2026-04-13,13,FF,183,будни/осн.,1,1,0,exact
2026-04-13,13,K,183,будни/осн.,7,7,0,exact
2026-04-13,13,TS,183,будни/осн.,1,1,0,exact
2026-04-13,14,BVR,141,будни/осн.,1,1,0,exact
2026-04-13,14,C,141,будни/осн.,4,4,0,exact
2026-04-13,14,FF,141,будни/осн.,1,1,0,exact
2026-04-13,14,K,141,будни/осн.,6,6,0,exact
2026-04-13,14,TS,141,будни/осн.,1,1,0,exact
2026-04-13,15,BVR,136,будни/осн.,1,1,0,exact
2026-04-13,15,C,136,будни/осн.,4,4,0,exact
2026-04-13,15,FF,136,будни/осн.,1,1,0,exact
2026-04-13,15,K,136,будни/осн.,6,6,0,exact
2026-04-13,15,TS,136,будни/осн.,1,1,0,exact
2026-04-13,16,BVR,114,будни/осн.,1,1,0,exact
2026-04-13,16,C,114,будни/осн.,3,3,0,exact
2026-04-13,16,FF,114,будни/осн.,1,1,0,exact
2026-04-13,16,K,114,будни/осн.,5,5,0,exact
2026-04-13,16,TS,114,будни/осн.,1,1,0,exact
2026-04-13,17,BVR,129,будни/осн.,1,1,0,exact
2026-04-13,17,C,129,будни/осн.,4,4,0,exact
2026-04-13,17,FF,129,будни/осн.,1,1,0,exact
2026-04-13,17,K,129,будни/осн.,5,5,0,exact
2026-04-13,17,TS,129,будни/осн.,1,1,0,exact
2026-04-13,18,BVR,137,будни/осн.,1,1,0,exact
2026-04-13,18,C,137,будни/осн.,4,4,0,exact
2026-04-13,18,FF,137,будни/осн.,1,1,0,exact
2026-04-13,18,K,137,будни/осн.,6,6,0,exact
2026-04-13,18,TS,137,будни/осн.,1,1,0,exact
2026-04-13,19,BVR,121,будни/осн.,1,1,0,exact
2026-04-13,19,C,121,будни/осн.,3,3,0,exact
2026-04-13,19,FF,121,будни/осн.,1,1,0,exact
2026-04-13,19,K,121,будни/осн.,5,5,0,exact
2026-04-13,19,TS,121,будни/осн.,1,1,0,exact
2026-04-13,20,BVR,122,будни/осн.,1,1,0,exact
2026-04-13,20,C,122,будни/осн.,3,3,0,exact
2026-04-13,20,FF,122,будни/осн.,1,1,0,exact
2026-04-13,20,K,122,будни/осн.,5,5,0,exact
2026-04-13,20,TS,122,будни/осн.,1,1,0,exact
2026-04-13,21,BVR,93,будни/осн.,1,1,0,exact
2026-04-13,21,C,93,будни/осн.,2,2,0,exact
2026-04-13,21,FF,93,будни/осн.,1,1,0,exact
2026-04-13,21,K,93,будни/осн.,5,5,0,exact
2026-04-13,21,TS,93,будни/осн.,1,1,0,exact
2026-04-13,22,BVR,57,будни/осн.,1,1,0,exact
2026-04-13,22,C,57,будни/осн.,2,2,0,exact
2026-04-13,22,FF,57,будни/осн.,1,1,0,exact
2026-04-13,22,K,57,будни/осн.,3,3,0,exact
2026-04-13,22,TS,57,будни/осн.,1,1,0,exact
2026-04-14,7,BVR,60,будни/утр.,1,1,0,exact
2026-04-14,7,C,60,будни/утр.,2,2,0,exact
2026-04-14,7,FF,60,будни/утр.,1,1,0,exact
2026-04-14,7,K,60,будни/утр.,3,3,0,exact
2026-04-14,7,TS,60,будни/утр.,1,1,0,exact
2026-04-14,8,BVR,85,будни/утр.,1,1,0,exact
2026-04-14,8,C,85,будни/утр.,2,2,0,exact
2026-04-14,8,FF,85,будни/утр.,1,1,0,exact
2026-04-14,8,K,85,будни/утр.,5,5,0,exact
2026-04-14,8,TS,85,будни/утр.,1,1,0,exact
