ds,hour,station_key,required_labor,raw_reqlabor,guests_count,version,weekday
2026-04-20,7,BVR,1,1,57,будни/утр.,1
2026-04-20,7,C,2,2,57,будни/утр.,1
2026-04-20,7,FF,1,1,57,будни/утр.,1
2026-04-20,7,K,3,3,57,будни/утр.,1
2026-04-20,7,TS,1,1,57,будни/утр.,1
2026-04-20,8,BVR,1,1,93,будни/утр.,1
2026-04-20,8,C,2,2,93,будни/утр.,1
2026-04-20,8,FF,1,1,93,будни/утр.,1
2026-04-20,8,K,5,5,93,будни/утр.,1
2026-04-20,8,TS,1,1,93,будни/утр.,1
2026-04-20,9,BVR,1,1,95,будни/утр.,1
2026-04-20,9,C,2,2,95,будни/утр.,1
2026-04-20,9,FF,1,1,95,будни/утр.,1
2026-04-20,9,K,5,5,95,будни/утр.,1
2026-04-20,9,TS,1,1,95,будни/утр.,1
2026-04-20,10,BVR,1,1,71,будни/осн.,1
2026-04-20,10,C,2,2,71,будни/осн.,1
2026-04-20,10,FF,1,1,71,будни/осн.,1
2026-04-20,10,K,5,5,71,будни/осн.,1
2026-04-20,10,TS,1,1,71,будни/осн.,1
2026-04-20,11,BVR,1,1,96,будни/осн.,1
2026-04-20,11,C,2,2,96,будни/осн.,1
2026-04-20,11,FF,1,1,96,будни/осн.,1
2026-04-20,11,K,5,5,96,будни/осн.,1
2026-04-20,11,TS,1,1,96,будни/осн.,1
2026-04-20,12,BVR,1,1,161,будни/осн.,1
2026-04-20,12,C,5,5,161,будни/осн.,1
2026-04-20,12,FF,1,1,161,будни/осн.,1
2026-04-20,12,K,7,7,161,будни/осн.,1
2026-04-20,12,TS,1,1,161,будни/осн.,1
2026-04-20,13,BVR,1,1,167,будни/осн.,1
2026-04-20,13,C,5,5,167,будни/осн.,1
2026-04-20,13,FF,1,1,167,будни/осн.,1
2026-04-20,13,K,7,7,167,будни/осн.,1
2026-04-20,13,TS,1,1,167,будни/осн.,1
2026-04-20,14,BVR,1,1,158,будни/осн.,1
2026-04-20,14,C,5,5,158,будни/осн.,1
2026-04-20,14,FF,1,1,158,будни/осн.,1
2026-04-20,14,K,7,7,158,будни/осн.,1
2026-04-20,14,TS,1,1,158,будни/осн.,1
2026-04-20,15,BVR,1,1,129,будни/осн.,1
2026-04-20,15,C,4,4,129,будни/осн.,1
2026-04-20,15,FF,1,1,129,будни/осн.,1
2026-04-20,15,K,5,5,129,будни/осн.,1
2026-04-20,15,TS,1,1,129,будни/осн.,1
2026-04-20,16,BVR,1,1,139,будни/осн.,1
2026-04-20,16,C,4,4,139,будни/осн.,1
2026-04-20,16,FF,1,1,139,будни/осн.,1
2026-04-20,16,K,6,6,139,будни/осн.,1
2026-04-20,16,TS,1,1,139,будни/осн.,1
2026-04-20,17,BVR,1,1,118,будни/осн.,1
2026-04-20,17,C,3,3,118,будни/осн.,1
2026-04-20,17,FF,1,1,118,будни/осн.,1
2026-04-20,17,K,5,5,118,будни/осн.,1
2026-04-20,17,TS,1,1,118,будни/осн.,1
2026-04-20,18,BVR,1,1,135,будни/осн.,1
2026-04-20,18,C,4,4,135,будни/осн.,1
2026-04-20,18,FF,1,1,135,будни/осн.,1
2026-04-20,18,K,6,6,135,будни/осн.,1
2026-04-20,18,TS,1,1,135,будни/осн.,1
2026-04-20,19,BVR,1,1,132,будни/осн.,1
2026-04-20,19,C,4,4,132,будни/осн.,1
2026-04-20,19,FF,1,1,132,будни/осн.,1
2026-04-20,19,K,6,6,132,будни/осн.,1
2026-04-20,19,TS,1,1,132,будни/осн.,1
2026-04-20,20,BVR,1,1,101,будни/осн.,1
2026-04-20,20,C,2,2,101,будни/осн.,1
2026-04-20,20,FF,1,1,101,будни/осн.,1
2026-04-20,20,K,5,5,101,будни/осн.,1
2026-04-20,20,TS,1,1,101,будни/осн.,1
2026-04-20,21,BVR,1,1,86,будни/осн.,1
2026-04-20,21,C,2,2,86,будни/осн.,1
2026-04-20,21,FF,1,1,86,будни/осн.,1
