ds,hour,station_key,guests_count,version,required,actual,diff,status
2026-04-20,7,BVR,57,будни/утр.,1,1,0,exact
2026-04-20,7,C,57,будни/утр.,2,2,0,exact
2026-04-20,7,FF,57,будни/утр.,1,1,0,exact
2026-04-20,7,K,57,будни/утр.,3,3,0,exact
2026-04-20,7,TS,57,будни/утр.,1,1,0,exact
2026-04-20,8,BVR,93,будни/утр.,1,1,0,exact
2026-04-20,8,C,93,будни/утр.,2,2,0,exact
2026-04-20,8,FF,93,будни/утр.,1,1,0,exact
2026-04-20,8,K,93,будни/утр.,5,5,0,exact
2026-04-20,8,TS,93,будни/утр.,1,1,0,exact
2026-04-20,9,BVR,95,будни/утр.,1,1,0,exact
2026-04-20,9,C,95,будни/утр.,2,2,0,exact
2026-04-20,9,FF,95,будни/утр.,1,1,0,exact
2026-04-20,9,K,95,будни/утр.,5,5,0,exact
2026-04-20,9,TS,95,будни/утр.,1,1,0,exact
2026-04-20,10,BVR,71,будни/осн.,1,1,0,exact
2026-04-20,10,C,71,будни/осн.,2,2,0,exact
2026-04-20,10,FF,71,будни/осн.,1,1,0,exact
2026-04-20,10,K,71,будни/осн.,5,5,0,exact
2026-04-20,10,TS,71,будни/осн.,1,1,0,exact
2026-04-20,11,BVR,96,будни/осн.,1,1,0,exact
2026-04-20,11,C,96,будни/осн.,2,2,0,exact
2026-04-20,11,FF,96,будни/осн.,1,1,0,exact
2026-04-20,11,K,96,будни/осн.,5,5,0,exact
2026-04-20,11,TS,96,будни/осн.,1,1,0,exact
2026-04-20,12,BVR,161,будни/осн.,1,1,0,exact
2026-04-20,12,C,161,будни/осн.,5,5,0,exact
2026-04-20,12,FF,161,будни/осн.,1,1,0,exact
2026-04-20,12,K,161,будни/осн.,7,7,0,exact
2026-04-20,12,TS,161,будни/осн.,1,1,0,exact
2026-04-20,13,BVR,167,будни/осн.,1,1,0,exact
2026-04-20,13,C,167,будни/осн.,5,5,0,exact
2026-04-20,13,FF,167,будни/осн.,1,1,0,exact
2026-04-20,13,K,167,будни/осн.,7,7,0,exact
2026-04-20,13,TS,167,будни/осн.,1,1,0,exact
2026-04-20,14,BVR,158,будни/осн.,1,1,0,exact
2026-04-20,14,C,158,будни/осн.,5,5,0,exact
2026-04-20,14,FF,158,будни/осн.,1,1,0,exact
2026-04-20,14,K,158,будни/осн.,7,7,0,exact
2026-04-20,14,TS,158,будни/осн.,1,1,0,exact
2026-04-20,15,BVR,129,будни/осн.,1,1,0,exact
2026-04-20,15,C,129,будни/осн.,4,4,0,exact
2026-04-20,15,FF,129,будни/осн.,1,1,0,exact
2026-04-20,15,K,129,будни/осн.,5,5,0,exact
2026-04-20,15,TS,129,будни/осн.,1,1,0,exact
2026-04-20,16,BVR,139,будни/осн.,1,1,0,exact
2026-04-20,16,C,139,будни/осн.,4,4,0,exact
2026-04-20,16,FF,139,будни/осн.,1,1,0,exact
2026-04-20,16,K,139,будни/осн.,6,6,0,exact
2026-04-20,16,TS,139,будни/осн.,1,1,0,exact
2026-04-20,17,BVR,118,будни/осн.,1,1,0,exact
2026-04-20,17,C,118,будни/осн.,3,3,0,exact
2026-04-20,17,FF,118,будни/осн.,1,1,0,exact
2026-04-20,17,K,118,будни/осн.,5,5,0,exact
2026-04-20,17,TS,118,будни/осн.,1,1,0,exact
2026-04-20,18,BVR,135,будни/осн.,1,1,0,exact
2026-04-20,18,C,135,будни/осн.,4,4,0,exact
2026-04-20,18,FF,135,будни/осн.,1,1,0,exact
2026-04-20,18,K,135,будни/осн.,6,6,0,exact
2026-04-20,18,TS,135,будни/осн.,1,1,0,exact
2026-04-20,19,BVR,132,будни/осн.,1,1,0,exact
2026-04-20,19,C,132,будни/осн.,4,4,0,exact
2026-04-20,19,FF,132,будни/осн.,1,1,0,exact
2026-04-20,19,K,132,будни/осн.,6,6,0,exact
2026-04-20,19,TS,132,будни/осн.,1,1,0,exact
2026-04-20,20,BVR,101,будни/осн.,1,1,0,exact
2026-04-20,20,C,101,будни/осн.,2,2,0,exact
2026-04-20,20,FF,101,будни/осн.,1,1,0,exact
2026-04-20,20,K,101,будни/осн.,5,5,0,exact
2026-04-20,20,TS,101,будни/осн.,1,1,0,exact
2026-04-20,21,BVR,86,будни/осн.,1,1,0,exact
2026-04-20,21,C,86,будни/осн.,2,2,0,exact
2026-04-20,21,FF,86,будни/осн.,1,1,0,exact
2026-04-20,21,K,86,будни/осн.,5,5,0,exact
2026-04-20,21,TS,86,будни/осн.,1,1,0,exact
2026-04-20,22,BVR,63,будни/осн.,1,1,0,exact
2026-04-20,22,C,63,будни/осн.,2,2,0,exact
2026-04-20,22,FF,63,будни/осн.,1,1,0,exact
2026-04-20,22,K,63,будни/осн.,4,4,0,exact
2026-04-20,22,TS,63,будни/осн.,1,1,0,exact
2026-04-21,7,BVR,49,будни/утр.,1,1,0,exact
2026-04-21,7,C,49,будни/утр.,2,2,0,exact
2026-04-21,7,FF,49,будни/утр.,1,1,0,exact
