iter	Passed	Remaining
1734	3921	528
1735	3923	526
1736	3925	524
1737	3928	522
1738	3930	519
1739	3933	517
1740	3935	515
1741	3937	513
1742	3940	510
1743	3942	508
1744	3944	506
1745	3946	504
1746	3949	501
1747	3951	499
1748	3953	497
1749	3956	495
1750	3958	492
1751	3960	490
1752	3963	488
1753	3964	486
1754	3967	483
1755	3969	481
1756	3971	479
1757	3973	476
1758	3975	474
1759	3977	472
1760	3979	470
1761	3981	467
1762	3984	465
1763	3986	463
1764	3988	461
1765	3991	458
1766	3993	456
1767	3995	454
1768	3997	451
1769	4000	449
1770	4002	447
1771	4004	445
1772	4007	442
1773	4009	440
1774	4011	438
1775	4013	436
1776	4015	433
1777	4017	431
1778	4020	429
1779	4022	427
1780	4025	424
1781	4027	422
1782	4029	420
1783	4031	418
1784	4033	415
1785	4035	413
1786	4037	411
1787	4039	408
1788	4041	406
1789	4043	404
1790	4045	402
1791	4047	399
1792	4050	397
1793	4052	395
1794	4054	393
1795	4056	390
1796	4059	388
1797	4061	386
1798	4063	383
1799	4065	381
1800	4068	379
1801	4070	377
1802	4073	375
1803	4075	372
1804	4077	370
1805	4079	368
1806	4081	365
1807	4083	363
1808	4085	361
1809	4087	359
1810	4089	356
1811	4091	354
1812	4093	352
1813	4095	349
1814	4098	347
1815	4100	345
1816	4102	343
1817	4104	340
1818	4107	338
1819	4109	336
1820	4111	334
1821	4113	331
1822	4116	329
1823	4118	327
1824	4120	325
1825	4122	322
1826	4125	320
1827	4127	318
1828	4129	316
1829	4131	313
1830	4133	311
1831	4136	309
1832	4138	307
1833	4140	304
1834	4142	302
1835	4144	300
1836	4146	297
1837	4148	295
1838	4151	293
1839	4153	291
1840	4156	288
1841	4158	286
1842	4160	284
1843	4162	282
1844	4165	279
1845	4167	277
1846	4169	275
1847	4171	273
1848	4174	270
1849	4176	268
1850	4178	266
1851	4180	264
1852	4182	261
1853	4185	259
1854	4187	257
1855	4190	255
1856	4192	252
1857	4194	250
1858	4196	248
1859	4198	246
1860	4200	243
1861	4202	241
1862	4204	239
1863	4206	236
1864	4209	234
1865	4210	232
1866	4213	230
1867	4215	227
1868	4217	225
1869	4219	223
1870	4221	221
1871	4223	218
1872	4225	216
1873	4227	214
1874	4230	212
1875	4232	209
1876	4234	207
1877	4236	205
1878	4239	203
1879	4241	200
1880	4243	198
1881	4245	196
1882	4247	193
1883	4249	191
1884	4251	189
1885	4254	187
1886	4256	184
1887	4258	182
1888	4260	180
1889	4262	178
1890	4264	175
1891	4267	173
1892	4269	171
1893	4271	169
1894	4273	166
1895	4275	164
1896	4277	162
1897	4279	160
1898	4282	157
1899	4284	155
1900	4286	153
1901	4288	151
1902	4290	148
1903	4292	146
1904	4295	144
1905	4297	142
1906	4300	139
1907	4303	137
1908	4307	135
1909	4309	133
1910	4311	130
1911	4314	128
1912	4316	126
1913	4319	124
1914	4321	121
1915	4323	119
1916	4325	117
1917	4327	115
1918	4330	112
1919	4332	110
1920	4334	108
1921	4337	106
1922	4339	103
1923	4341	101
1924	4344	99
1925	4346	97
1926	4349	94
1927	4351	92
1928	4353	90
1929	4355	88
1930	4358	85
1931	4360	83
1932	4362	81
1933	4364	78
1934	4366	76
1935	4369	74
1936	4371	72
1937	4373	69
1938	4376	67
1939	4378	65
1940	4380	63
1941	4382	60
1942	4384	58
1943	4386	56
1944	4388	54
1945	4390	51
1946	4392	49
1947	4394	47
1948	4396	45
1949	4399	42
1950	4401	40
1951	4403	38
1952	4405	36
1953	4407	33
1954	4410	31
1955	4412	29
1956	4414	27
1957	4416	24
1958	4418	22
1959	4420	20
1960	4423	18
1961	4425	15
1962	4427	13
1963	4429	11
1964	4432	9
1965	4434	6
1966	4436	4
1967	4438	2
1968	4441	0
